Filename,TotalFrames,Rows,Columns
\Front\HAWLUCHA.png,1,1,1
\Front\HAXORUS.png,182,13,14
\Front\HEATMOR.png,96,10,10
\Front\HEATRAN.png,203,14,15
\Front\HELIOLISK.png,1,1,1
\Front\HELIOPTILE.png,1,1,1
\Front\HERACROSS.png,84,9,10
\Front\HERACROSS_1.png,1,1,1
\Front\HERACROSS_female.png,84,9,10
\Front\HERDIER.png,117,11,11
\Front\HIPPOPOTAS.png,188,14,14
\Front\HIPPOPOTAS_female.png,188,14,14
\Front\HIPPOWDON.png,91,10,10
\Front\HIPPOWDON_female.png,91,10,10
\Front\HITMONCHAN.png,81,9,9
\Front\HITMONLEE.png,112,11,11
\Front\HITMONTOP.png,129,11,12
\Front\HONCHKROW.png,85,9,10
\Front\HONEDGE.png,16,4,4
\Front\HOOH.png,83,9,10
\Front\HOOPA.png,1,1,1
\Front\HOOPA_1.png,1,1,1
\Front\HOOTHOOT.png,135,12,12
\Front\HOPPIP.png,79,9,9
\Front\HORSEA.png,80,9,9
\Front\HOUNDOOM.png,106,10,11
\Front\HOUNDOOM_1.png,1,1,1
\Front\HOUNDOOM_female.png,106,10,11
\Front\HOUNDOUR.png,119,11,11
\Front\HUNTAIL.png,113,11,11
\Front\HYDREIGON.png,75,9,9
\Front\HYPNO.png,125,11,12
\Front\HYPNO_female.png,125,11,12
\Front\IGGLYBUFF.png,161,13,13
\Front\ILLUMISE.png,45,7,7
\Front\INCINEROAR.png,1,1,1
\Front\INFERNAPE.png,133,12,12
\Front\INKAY.png,29,5,6
\Front\IVYSAUR.png,111,11,11
\Front\JANGMOO.png,1,1,1
\Front\JELLICENT.png,137,12,12
\Front\JELLICENT_female.png,137,12,12
\Front\JIGGLYPUFF.png,111,11,11
\Front\JIRACHI.png,146,12,13
\Front\JOLTEON.png,99,10,10
\Front\JOLTIK.png,63,8,8
\Front\JUMPLUFF.png,95,10,10
\Front\JYNX.png,107,10,11
\Front\KABUTO.png,67,8,9
\Front\KABUTOPS.png,47,7,7
\Front\KADABRA.png,119,11,11
\Front\KADABRA_female.png,119,11,11
\Front\KAKUNA.png,79,9,9
\Front\KANGASKHAN.png,253,16,16
\Front\KANGASKHAN_1.png,1,1,1
\Front\KARRABLAST.png,175,13,14
\Front\KARTANA.png,1,1,1
\Front\KECLEON.png,85,9,10
\Front\KELDEO.png,144,12,12
\Front\KELDEO_1.png,105,10,11
\Front\KINGDRA.png,54,7,8
\Front\KINGLER.png,97,10,10
\Front\KIRLIA.png,101,10,11
\Front\KLANG.png,171,13,14
\Front\KLEFKI.png,91,10,10
\Front\KLINK.png,107,10,11
\Front\KLINKLANG.png,171,13,14
\Front\KOFFING.png,87,9,10
\Front\KOMALA.png,1,1,1
\Front\KOMMOO.png,1,1,1
\Front\KRABBY.png,73,9,9
\Front\KRICKETOT.png,149,12,13
\Front\KRICKETOT_female.png,149,12,13
\Front\KRICKETUNE.png,101,10,11
\Front\KRICKETUNE_female.png,101,10,11
\Front\KROKOROK.png,118,11,11
\Front\KROOKODILE.png,104,10,11
\Front\KYOGRE.png,249,16,16
\Front\KYOGRE_1.png,1,1,1
\Front\KYUREM.png,113,11,11
\Front\KYUREM_1.png,357,19,19
\Front\KYUREM_2.png,172,13,14
\Front\LAIRON.png,115,11,11
\Front\LAMPENT.png,131,11,12
\Front\LANDORUS.png,191,14,14
\Front\LANDORUS_1.png,317,18,18
\Front\LANTURN.png,126,11,12
\Front\LAPRAS.png,65,8,9
\Front\LARVESTA.png,117,11,11
\Front\LARVITAR.png,86,9,10
\Front\LATIAS.png,107,10,11
\Front\LATIAS_1.png,1,1,1
\Front\LATIOS.png,76,9,9
\Front\LATIOS_1.png,1,1,1
\Front\LEAFEON.png,137,12,12
\Front\LEAVANNY.png,99,10,10
\Front\LEDIAN.png,40,6,7
\Front\LEDIAN_female.png,40,6,7
\Front\LEDYBA.png,97,10,10
\Front\LEDYBA_female.png,97,10,10
\Front\LICKILICKY.png,130,11,12
\Front\LICKITUNG.png,70,8,9
\Front\LIEPARD.png,117,11,11
\Front\LILEEP.png,141,12,12
\Front\LILLIGANT.png,120,11,11
\Front\LILLIPUP.png,127,11,12
\Front\LINOONE.png,114,11,11
\Front\LITLEO.png,1,1,1
\Front\LITTEN.png,1,1,1
\Front\LITWICK.png,155,12,13
\Front\LOMBRE.png,85,9,10
\Front\LOPUNNY.png,105,10,11
\Front\LOPUNNY_1.png,1,1,1
\Front\LOTAD.png,111,11,11
\Front\LOUDRED.png,114,11,11
\Front\LUCARIO.png,143,12,12
\Front\LUCARIO_1.png,72,8,9
\Front\LUDICOLO.png,76,9,9
\Front\LUDICOLO_female.png,76,9,9
\Front\LUGIA.png,120,11,11
\Front\LUMINEON.png,171,13,14
\Front\LUMINEON_female.png,171,13,14
\Front\LUNALA.png,1,1,1
\Front\LUNATONE.png,167,13,13
\Front\LURANTIS.png,1,1,1
\Front\LUVDISC.png,77,9,9
\Front\LUXIO.png,192,14,14
\Front\LUXIO_female.png,192,14,14
\Front\LUXRAY.png,171,13,14
\Front\LUXRAY_female.png,171,13,14
\Front\LYCANROC.png,1,1,1
\Front\LYCANROC_1.png,1,1,1
\Front\LYCANROC_2.png,1,1,1
\Front\MACHAMP.png,59,8,8
\Front\MACHOKE.png,98,10,10
\Front\MACHOP.png,149,12,13
\Front\MAGBY.png,67,8,9
\Front\MAGCARGO.png,63,8,8
\Front\MAGEARNA.png,1,1,1
\Front\MAGEARNA_1.png,1,1,1
\Front\MAGIKARP.png,120,11,11
\Front\MAGIKARP_female.png,120,11,11
\Front\MAGMAR.png,65,8,9
\Front\MAGMORTAR.png,160,13,13
\Front\MAGNEMITE.png,105,10,11
\Front\MAGNETON.png,143,12,12
\Front\MAGNEZONE.png,95,10,10
\Front\MAKUHITA.png,115,11,11
\Front\MALAMAR.png,12,3,4
\Front\MAMOSWINE.png,165,13,13
\Front\MAMOSWINE_female.png,165,13,13
\Front\MANAPHY.png,119,11,11
\Front\MANDIBUZZ.png,141,12,12
\Front\MANECTRIC.png,77,9,9
\Front\MANECTRIC_1.png,1,1,1
\Front\MANKEY.png,120,11,11
\Front\MANTINE.png,167,13,13
\Front\MANTYKE.png,96,10,10
\Front\MARACTUS.png,144,12,12
\Front\MAREANIE.png,1,1,1
\Front\MAREEP.png,97,10,10
\Front\MARILL.png,135,12,12
\Front\MAROWAK.png,136,12,12
\Front\MAROWAK_1.png,1,1,1
\Front\MARSHADOW.png,1,1,1
\Front\MARSHTOMP.png,122,11,12
\Front\MASQUERAIN.png,171,13,14
\Front\MAWILE.png,155,12,13
\Front\MAWILE_1.png,16,4,4
\Front\MEDICHAM.png,89,9,10
\Front\MEDICHAM_1.png,1,1,1
\Front\MEDICHAM_female.png,89,9,10
\Front\MEDITITE.png,287,17,17
\Front\MEDITITE_female.png,287,17,17
\Front\MEGANIUM.png,91,10,10
\Front\MEGANIUM_female.png,91,10,10
\Front\MELOETTA.png,299,17,18
\Front\MELOETTA_1.png,152,12,13
\Front\MEOWSTIC.png,1,1,1
\Front\MEOWSTIC_female.png,1,1,1
\Front\MEOWTH.png,139,12,12
\Front\MEOWTH_1.png,1,1,1
\Front\MESPRIT.png,145,12,13
\Front\METAGROSS.png,105,10,11
\Front\METAGROSS_1.png,1,1,1
\Front\METANG.png,173,13,14
\Front\METAPOD.png,111,11,11
\Front\MEW.png,119,11,11
\Front\MEWTWO.png,125,11,12
\Front\MEWTWO_1.png,1,1,1
\Front\MEWTWO_2.png,1,1,1
\Front\MIENFOO.png,133,12,12
\Front\MIENSHAO.png,135,12,12
\Front\MIGHTYENA.png,89,9,10
\Front\MILOTIC.png,191,14,14
\Front\MILOTIC_female.png,191,14,14
\Front\MILTANK.png,95,10,10
\Front\MIMEJR.png,159,13,13
\Front\MIMIKYU.png,1,1,1
\Front\MIMIKYU_1.png,1,1,1
\Front\MINCCINO.png,141,12,12
\Front\MINIOR.png,1,1,1
\Front\MINIOR_1.png,1,1,1
\Front\MINIOR_2.png,1,1,1
\Front\MINIOR_3.png,1,1,1
\Front\MINIOR_4.png,1,1,1
\Front\MINIOR_5.png,1,1,1
\Front\MINIOR_6.png,1,1,1
\Front\MINIOR_7.png,1,1,1
\Front\MINUN.png,144,12,12
\Front\MISDREAVUS.png,95,10,10
\Front\MISMAGIUS.png,29,5,6
\Front\MOLTRES.png,53,7,8
\Front\MONFERNO.png,127,11,12
\Front\MORELULL.png,1,1,1
\Front\MOTHIM.png,18,4,5
\Front\MRMIME.png,127,11,12
\Front\MUDBRAY.png,1,1,1
\Front\MUDKIP.png,139,12,12
\Front\MUDSDALE.png,1,1,1
\Front\MUK.png,103,10,11
\Front\MUK_1.png,1,1,1
\Front\MUNCHLAX.png,143,12,12
\Front\MUNNA.png,181,13,14
\Front\MURKROW.png,61,8,8
\Front\MURKROW_female.png,61,8,8
\Front\MUSHARNA.png,60,8,8
\Front\NAGANADEL.png,1,1,1
\Front\NATU.png,129,11,12
\Front\NECROZMA.png,1,1,1
\Front\NECROZMA_1.png,1,1,1
\Front\NECROZMA_2.png,1,1,1
\Front\NECROZMA_3.png,1,1,1
\Front\NIDOKING.png,97,10,10
\Front\NIDOQUEEN.png,123,11,12
\Front\NIDORANfE.png,89,9,10
\Front\NIDORANmA.png,121,11,11
\Front\NIDORINA.png,49,7,7
\Front\NIDORINO.png,99,10,10
\Front\NIHILEGO.png,1,1,1
\Front\NINCADA.png,107,10,11
\Front\NINETALES.png,53,7,8
\Front\NINETALES_1.png,1,1,1
\Front\NINJASK.png,74,9,9
\Front\NOCTOWL.png,72,8,9
\Front\NOIBAT.png,1,1,1
\Front\NOIVERN.png,16,4,4
\Front\NOSEPASS.png,15,4,4
\Front\NUMEL.png,49,7,7
\Front\NUMEL_female.png,49,7,7
\Front\NUZLEAF.png,95,10,10
\Front\NUZLEAF_female.png,95,10,10
\Front\OCTILLERY.png,33,6,6
\Front\OCTILLERY_female.png,33,6,6
\Front\ODDISH.png,109,10,11
\Front\OMANYTE.png,68,8,9
\Front\OMASTAR.png,155,12,13
\Front\ONIX.png,99,10,10
\Front\ORANGURU.png,1,1,1
\Front\ORICORIO.png,1,1,1
\Front\ORICORIO_1.png,1,1,1
\Front\ORICORIO_2.png,1,1,1
\Front\ORICORIO_3.png,1,1,1
\Front\OSHAWOTT.png,295,17,18
\Front\PACHIRISU.png,112,11,11
\Front\PACHIRISU_female.png,112,11,11
\Front\PALKIA.png,127,11,12
\Front\PALOSSAND.png,1,1,1
\Front\PALPITOAD.png,97,10,10
\Front\PANCHAM.png,55,7,8
\Front\PANGORO.png,42,6,7
\Front\PANPOUR.png,74,9,9
\Front\PANSAGE.png,174,13,14
\Front\PANSEAR.png,95,10,10
\Front\PARAS.png,73,9,9
\Front\PARASECT.png,71,8,9
\Front\PASSIMIAN.png,1,1,1
\Front\PATRAT.png,105,10,11
\Front\PAWNIARD.png,134,12,12
\Front\PELIPPER.png,142,12,12
\Front\PERSIAN.png,107,10,11
\Front\PERSIAN_1.png,1,1,1
\Front\PETILIL.png,107,10,11
\Front\PHANPY.png,109,10,11
\Front\PHANTUMP.png,1,1,1
\Front\PHEROMOSA.png,1,1,1
\Front\PHIONE.png,143,12,12
\Front\PICHU.png,113,11,11
\Front\PIDGEOT.png,71,8,9
\Front\PIDGEOTTO.png,35,6,6
\Front\PIDGEOT_1.png,1,1,1
\Front\PIDGEY.png,41,6,7
\Front\PIDOVE.png,85,9,10
\Front\PIGNITE.png,125,11,12
\Front\PIKACHU.png,112,11,11
\Front\PIKACHU_female.png,112,11,11
\Front\PIKIPEK.png,1,1,1
\Front\PILOSWINE.png,71,8,9
\Front\PILOSWINE_female.png,71,8,9
\Front\PINECO.png,95,10,10
\Front\PINSIR.png,143,12,12
\Front\PINSIR_1.png,1,1,1
\Front\PIPLUP.png,149,12,13
\Front\PLUSLE.png,144,12,12
\Front\POIPOLE.png,1,1,1
\Front\POLITOED.png,95,10,10
\Front\POLITOED_female.png,95,10,10
\Front\POLIWAG.png,79,9,9
\Front\POLIWHIRL.png,107,10,11
\Front\POLIWRATH.png,89,9,10
\Front\PONYTA.png,91,10,10
\Front\POOCHYENA.png,93,10,10
\Front\POPPLIO.png,1,1,1
\Front\PORYGON.png,60,8,8
\Front\PORYGON2.png,95,10,10
\Front\PORYGONZ.png,95,10,10
\Front\PRIMARINA.png,1,1,1
\Front\PRIMEAPE.png,56,7,8
\Front\PRINPLUP.png,125,11,12
\Front\PROBOPASS.png,237,15,16
\Front\PSYDUCK.png,44,7,7
\Front\PUMPKABOO.png,1,1,1
\Front\PUMPKABOO_1.png,1,1,1
\Front\PUMPKABOO_2.png,1,1,1
\Front\PUMPKABOO_3.png,1,1,1
\Front\PUPITAR.png,63,8,8
\Front\PURRLOIN.png,65,8,9
\Front\PURUGLY.png,121,11,11
\Front\PYROAR.png,1,1,1
\Front\PYROAR_female.png,1,1,1
\Front\PYUKUMUKU.png,1,1,1
\Front\QUAGSIRE.png,73,9,9
\Front\QUAGSIRE_female.png,73,9,9
\Front\QUILAVA.png,82,9,10
\Front\QUILLADIN.png,1,1,1
\Front\QWILFISH.png,65,8,9
\Front\RAICHU.png,167,13,13
\Front\RAICHU_1.png,1,1,1
\Front\RAICHU_female.png,167,13,13
\Front\RAIKOU.png,175,13,14
\Front\RALTS.png,131,11,12
\Front\RAMPARDOS.png,175,13,14
\Front\RAPIDASH.png,47,7,7
\Front\RATICATE.png,119,11,11
\Front\RATICATE_1.png,1,1,1
\Front\RATICATE_female.png,119,11,11
\Front\RATTATA.png,101,10,11
\Front\RATTATA_1.png,1,1,1
\Front\RATTATA_female.png,101,10,11
\Front\RAYQUAZA.png,115,11,11
\Front\RAYQUAZA_1.png,1,1,1
\Front\REGICE.png,83,9,10
\Front\REGIGIGAS.png,145,12,13
\Front\REGIROCK.png,101,10,11
\Front\REGISTEEL.png,81,9,9
\Front\RELICANTH.png,113,11,11
\Front\RELICANTH_female.png,113,11,11
\Front\REMORAID.png,91,10,10
\Front\RESHIRAM.png,223,15,15
\Front\REUNICLUS.png,143,12,12
\Front\RHYDON.png,193,14,14
\Front\RHYDON_female.png,193,14,14
\Front\RHYHORN.png,157,13,13
\Front\RHYHORN_female.png,153,12,13
\Front\RHYPERIOR.png,251,16,16
\Front\RHYPERIOR_female.png,251,16,16
\Front\RIBOMBEE.png,1,1,1
\Front\RIOLU.png,125,11,12
\Front\ROCKRUFF.png,1,1,1
\Front\ROGGENROLA.png,129,11,12
\Front\ROSELIA.png,122,11,12
\Front\ROSELIA_female.png,122,11,12
\Front\ROSERADE.png,203,14,15
\Front\ROSERADE_female.png,203,14,15
\Front\ROTOM.png,192,14,14
\Front\ROTOM_1.png,160,13,13
\Front\ROTOM_2.png,213,15,15
\Front\ROTOM_3.png,171,13,14
\Front\ROTOM_4.png,171,13,14
\Front\ROTOM_5.png,163,13,13
\Front\ROWLET.png,1,1,1
\Front\RUFFLET.png,142,12,12
\Front\SABLEYE.png,92,10,10
\Front\SABLEYE_1.png,1,1,1
\Front\SALAMENCE.png,125,11,12
\Front\SALAMENCE_1.png,1,1,1
\Front\SALANDIT.png,1,1,1
\Front\SALAZZLE.png,1,1,1
\Front\SAMUROTT.png,193,14,14
\Front\SANDILE.png,104,10,11
\Front\SANDSHREW.png,123,11,12
\Front\SANDSHREW_1.png,1,1,1
\Front\SANDSLASH.png,111,11,11
\Front\SANDSLASH_1.png,1,1,1
\Front\SANDYGAST.png,1,1,1
\Front\SAWK.png,127,11,12
\Front\SAWSBUCK.png,139,12,12
\Front\SAWSBUCK_1.png,139,12,12
\Front\SAWSBUCK_2.png,139,12,12
\Front\SAWSBUCK_3.png,139,12,12
\Front\SCATTERBUG.png,1,1,1
\Front\SCEPTILE.png,125,11,12
\Front\SCEPTILE_1.png,1,1,1
\Front\SCIZOR.png,105,10,11
\Front\SCIZOR_1.png,20,4,5
\Front\SCIZOR_female.png,105,10,11
\Front\SCOLIPEDE.png,233,15,16
\Front\SCRAFTY.png,167,13,13
\Front\SCRAGGY.png,143,12,12
\Front\SCYTHER.png,137,12,12
\Front\SCYTHER_female.png,137,12,12
\Front\SEADRA.png,64,8,8
\Front\SEAKING.png,96,10,10
\Front\SEAKING_female.png,96,10,10
\Front\SEALEO.png,112,11,11
\Front\SEEDOT.png,259,16,17
\Front\SEEL.png,49,7,7
\Front\SEISMITOAD.png,192,14,14
\Front\SENTRET.png,71,8,9
\Front\SERPERIOR.png,147,12,13
\Front\SERVINE.png,96,10,10
\Front\SEVIPER.png,85,9,10
\Front\SEWADDLE.png,156,12,13
\Front\SHARPEDO.png,127,11,12
\Front\SHARPEDO_1.png,1,1,1
\Front\SHAYMIN.png,113,11,11
\Front\SHAYMIN_1.png,173,13,14
\Front\SHEDINJA.png,17,4,5
\Front\SHELGON.png,95,10,10
\Front\SHELLDER.png,87,9,10
\Front\SHELLOS.png,103,10,11
\Front\SHELLOS_1.png,103,10,11
\Front\SHELMET.png,123,11,12
\Front\SHIELDON.png,116,11,11
\Front\SHIFTRY.png,107,10,11
\Front\SHIFTRY_female.png,107,10,11
\Front\SHIINOTIC.png,1,1,1
\Front\SHINX.png,127,11,12
\Front\SHINX_female.png,127,11,12
\Front\SHROOMISH.png,53,7,8
\Front\SHUCKLE.png,103,10,11
\Front\SHUPPET.png,84,9,10
\Front\SIGILYPH.png,117,11,11
\Front\SILCOON.png,90,9,10
\Front\SILVALLY.png,1,1,1
\Front\SILVALLY_1.png,1,1,1
\Front\SILVALLY_10.png,1,1,1
\Front\SILVALLY_11.png,1,1,1
\Front\SILVALLY_12.png,1,1,1
\Front\SILVALLY_13.png,1,1,1
\Front\SILVALLY_14.png,1,1,1
\Front\SILVALLY_15.png,1,1,1
\Front\SILVALLY_16.png,1,1,1
\Front\SILVALLY_17.png,1,1,1
\Front\SILVALLY_18.png,1,1,1
\Front\SILVALLY_2.png,1,1,1
\Front\SILVALLY_3.png,1,1,1
\Front\SILVALLY_4.png,1,1,1
\Front\SILVALLY_5.png,1,1,1
\Front\SILVALLY_6.png,1,1,1
\Front\SILVALLY_7.png,1,1,1
\Front\SILVALLY_8.png,1,1,1
\Front\SIMIPOUR.png,101,10,11
\Front\SIMISAGE.png,155,12,13
\Front\SIMISEAR.png,95,10,10
\Front\SKARMORY.png,96,10,10
\Front\SKIDDO.png,1,1,1
\Front\SKIPLOOM.png,95,10,10
\Front\SKITTY.png,153,12,13
\Front\SKORUPI.png,105,10,11
\Front\SKRELP.png,1,1,1
\Front\SKUNTANK.png,95,10,10
\Front\SLAKING.png,110,10,11
\Front\SLAKOTH.png,48,7,7
\Front\SLIGGOO.png,1,1,1
\Front\SLOWBRO.png,113,11,11
\Front\SLOWBRO_1.png,1,1,1
\Front\SLOWKING.png,101,10,11
\Front\SLOWPOKE.png,89,9,10
\Front\SLUGMA.png,64,8,8
\Front\SLURPUFF.png,1,1,1
\Front\SMEARGLE.png,95,10,10
\Front\SMOOCHUM.png,95,10,10
\Front\SNEASEL.png,113,11,11
\Front\SNEASEL_female.png,113,11,11
\Front\SNIVY.png,145,12,13
\Front\SNORLAX.png,173,13,14
\Front\SNORUNT.png,53,7,8
\Front\SNOVER.png,111,11,11
\Front\SNOVER_female.png,111,11,11
\Front\SNUBBULL.png,104,10,11
\Front\SOLGALEO.png,1,1,1
\Front\SOLOSIS.png,121,11,11
\Front\SOLROCK.png,223,15,15
\Front\SPEAROW.png,61,8,8
\Front\SPEWPA.png,43,7,7
\Front\SPHEAL.png,86,9,10
\Front\SPINARAK.png,65,8,9
\Front\SPINDA.png,104,10,11
\Front\SPIRITOMB.png,223,15,15
\Front\SPOINK.png,125,11,12
\Front\SPRITZEE.png,45,7,7
\Front\SQUIRTLE.png,51,7,8
\Front\STAKATAKA.png,1,1,1
\Front\STANTLER.png,85,9,10
\Front\STARAPTOR.png,93,10,10
\Front\STARAPTOR_female.png,93,10,10
\Front\STARAVIA.png,113,11,11
\Front\STARAVIA_female.png,113,11,11
\Front\STARLY.png,99,10,10
\Front\STARLY_female.png,99,10,10
\Front\STARMIE.png,159,13,13
\Front\STARYU.png,79,9,9
\Front\STEELIX.png,95,10,10
\Front\STEELIX_1.png,1,1,1
\Front\STEELIX_female.png,95,10,10
\Front\STEENEE.png,1,1,1
\Front\STOUTLAND.png,151,12,13
\Front\STUFFUL.png,1,1,1
\Front\STUNFISK.png,123,11,12
\Front\STUNKY.png,95,10,10
\Front\SUDOWOODO.png,67,8,9
\Front\SUDOWOODO_female.png,67,8,9
\Front\SUICUNE.png,95,10,10
\Front\SUNFLORA.png,90,9,10
\Front\SUNKERN.png,65,8,9
\Front\SURSKIT.png,120,11,11
\Front\SWABLU.png,23,5,5
\Front\SWADLOON.png,127,11,12
\Front\SWALOT.png,99,10,10
\Front\SWALOT_female.png,99,10,10
\Front\SWAMPERT.png,92,10,10
\Front\SWAMPERT_1.png,1,1,1
\Front\SWANNA.png,125,11,12
\Front\SWELLOW.png,136,12,12
\Front\SWINUB.png,63,8,8
\Front\SWIRLIX.png,53,7,8
\Front\SWOOBAT.png,110,10,11
\Front\SYLVEON.png,9,3,3
\Front\TAILLOW.png,65,8,9
\Front\TALONFLAME.png,80,9,9
\Front\TANGELA.png,63,8,8
\Front\TANGROWTH.png,191,14,14
\Front\TANGROWTH_female.png,191,14,14
\Front\TAPUBULU.png,1,1,1
\Front\TAPUFINI.png,1,1,1
\Front\TAPUKOKO.png,1,1,1
\Front\TAPULELE.png,1,1,1
\Front\TAUROS.png,79,9,9
\Front\TEDDIURSA.png,78,9,9
\Front\TENTACOOL.png,95,10,10
\Front\TENTACRUEL.png,80,9,9
\Front\TEPIG.png,117,11,11
\Front\TERRAKION.png,161,13,13
\Front\THROH.png,111,11,11
\Front\THUNDURUS.png,197,14,15
\Front\THUNDURUS_1.png,188,14,14
\Front\TIMBURR.png,133,12,12
\Front\TIRTOUGA.png,127,11,12
\Front\TOGEDEMARU.png,1,1,1
\Front\TOGEKISS.png,95,10,10
\Front\TOGEPI.png,101,10,11
\Front\TOGETIC.png,104,10,11
\Front\TORCHIC.png,149,12,13
\Front\TORCHIC_female.png,149,12,13
\Front\TORKOAL.png,129,11,12
\Front\TORNADUS.png,235,15,16
\Front\TORNADUS_1.png,307,18,18
\Front\TORRACAT.png,1,1,1
\Front\TORTERRA.png,115,11,11
\Front\TOTODILE.png,87,9,10
\Front\TOUCANNON.png,1,1,1
\Front\TOXAPEX.png,1,1,1
\Front\TOXICROAK.png,127,11,12
\Front\TOXICROAK_female.png,127,11,12
\Front\TRANQUILL.png,149,12,13
\Front\TRAPINCH.png,33,6,6
\Front\TREECKO.png,108,10,11
\Front\TREVENANT.png,8,3,3
\Front\TROPIUS.png,88,9,10
\Front\TRUBBISH.png,203,14,15
\Front\TRUMBEAK.png,1,1,1
\Front\TSAREENA.png,1,1,1
\Front\TURTONATOR.png,1,1,1
\Front\TURTWIG.png,77,9,9
\Front\TYMPOLE.png,184,14,14
\Front\TYNAMO.png,210,14,15
\Front\TYPENULL.png,1,1,1
\Front\TYPHLOSION.png,112,11,11
\Front\TYRANITAR.png,85,9,10
\Front\TYRANITAR_1.png,1,1,1
\Front\TYRANTRUM.png,55,7,8
\Front\TYROGUE.png,74,9,9
\Front\TYRUNT.png,1,1,1
\Front\UMBREON.png,65,8,9
\Front\UNFEZANT.png,150,12,13
\Front\UNFEZANT_female.png,150,12,13
\Front\UNOWN.png,95,10,10
\Front\UNOWN_1.png,95,10,10
\Front\UNOWN_10.png,95,10,10
\Front\UNOWN_11.png,95,10,10
\Front\UNOWN_12.png,95,10,10
\Front\UNOWN_13.png,95,10,10
\Front\UNOWN_14.png,93,10,10
\Front\UNOWN_15.png,95,10,10
\Front\UNOWN_16.png,95,10,10
\Front\UNOWN_17.png,95,10,10
\Front\UNOWN_18.png,95,10,10
\Front\UNOWN_19.png,95,10,10
\Front\UNOWN_2.png,90,9,10
\Front\UNOWN_20.png,95,10,10
\Front\UNOWN_21.png,95,10,10
\Front\UNOWN_22.png,95,10,10
\Front\UNOWN_23.png,95,10,10
\Front\UNOWN_24.png,95,10,10
\Front\UNOWN_25.png,95,10,10
\Front\UNOWN_26.png,95,10,10
\Front\UNOWN_27.png,95,10,10
\Front\UNOWN_3.png,95,10,10
\Front\UNOWN_4.png,95,10,10
\Front\UNOWN_5.png,95,10,10
\Front\UNOWN_6.png,95,10,10
\Front\UNOWN_7.png,95,10,10
\Front\UNOWN_8.png,95,10,10
\Front\UNOWN_9.png,95,10,10
\Front\URSARING.png,124,11,12
\Front\URSARING_female.png,124,11,12
\Front\UXIE.png,191,14,14
\Front\VANILLISH.png,145,12,13
\Front\VANILLITE.png,107,10,11
\Front\VANILLUXE.png,214,15,15
\Front\VAPOREON.png,101,10,11
\Front\VENIPEDE.png,179,13,14
\Front\VENOMOTH.png,21,5,5
\Front\VENONAT.png,95,10,10
\Front\VENUSAUR.png,167,13,13
\Front\VENUSAUR_1.png,1,1,1
\Front\VENUSAUR_1_female.png,1,1,1
\Front\VENUSAUR_female.png,167,13,13
\Front\VESPIQUEN.png,224,15,15
\Front\VIBRAVA.png,85,9,10
\Front\VICTINI.png,98,10,10
\Front\VICTREEBEL.png,71,8,9
\Front\VIGOROTH.png,88,9,10
\Front\VIKAVOLT.png,1,1,1
\Front\VILEPLUME.png,71,8,9
\Front\VILEPLUME_female.png,71,8,9
\Front\VIRIZION.png,183,14,14
\Front\VIVILLON.png,64,8,8
\Front\VIVILLON_19.png,1,1,1
\Front\VIVILLON_20.png,1,1,1
\Front\VOLBEAT.png,55,7,8
\Front\VOLCANION.png,1,1,1
\Front\VOLCARONA.png,48,7,7
\Front\VOLTORB.png,71,8,9
\Front\VULLABY.png,139,12,12
\Front\VULPIX.png,71,8,9
\Front\VULPIX_1.png,1,1,1
\Front\WAILMER.png,107,10,11
\Front\WAILORD.png,111,11,11
\Front\WALREIN.png,109,10,11
\Front\WARTORTLE.png,87,9,10
\Front\WATCHOG.png,167,13,13
\Front\WEAVILE.png,131,11,12
\Front\WEAVILE_female.png,131,11,12
\Front\WEEDLE.png,123,11,12
\Front\WEEPINBELL.png,97,10,10
\Front\WEEZING.png,99,10,10
\Front\WHIMSICOTT.png,117,11,11
\Front\WHIRLIPEDE.png,138,12,12
\Front\WHISCASH.png,191,14,14
\Front\WHISMUR.png,59,8,8
\Front\WIGGLYTUFF.png,109,10,11
\Front\WIMPOD.png,1,1,1
\Front\WINGULL.png,151,12,13
\Front\WISHIWASHI.png,1,1,1
\Front\WISHIWASHI_1.png,1,1,1
\Front\WOBBUFFET.png,121,11,11
\Front\WOBBUFFET_female.png,121,11,11
\Front\WOOBAT.png,160,13,13
\Front\WOOPER.png,97,10,10
\Front\WOOPER_female.png,97,10,10
\Front\WORMADAM.png,225,15,15
\Front\WORMADAM_1.png,225,15,15
\Front\WORMADAM_2.png,225,15,15
\Front\WURMPLE.png,71,8,9
\Front\WYNAUT.png,107,10,11
\Front\XATU.png,97,10,10
\Front\XATU_female.png,97,10,10
\Front\XERNEAS.png,1,1,1
\Front\XURKITREE.png,1,1,1
\Front\YAMASK.png,144,12,12
\Front\YANMA.png,42,6,7
\Front\YANMEGA.png,112,11,11
\Front\YUNGOOS.png,1,1,1
\Front\YVELTAL.png,1,1,1
\Front\ZANGOOSE.png,72,8,9
\Front\ZAPDOS.png,17,4,5
\Front\ZEBSTRIKA.png,153,12,13
\Front\ZEKROM.png,191,14,14
\Front\ZERAORA.png,1,1,1
\Front\ZIGZAGOON.png,112,11,11
\Front\ZOROARK.png,179,13,14
\Front\ZORUA.png,118,11,11
\Front\ZUBAT.png,54,7,8
\Front\ZUBAT_female.png,54,7,8
\Front\ZWEILOUS.png,113,11,11
\Front\ZYGARDE.png,10,3,4
