Filename,TotalFrames,Rows,Columns
\BackShiny\DUNSPARCE.png,95,10,10
\BackShiny\DUOSION.png,159,13,13
\BackShiny\DURANT.png,74,9,9
\BackShiny\DUSCLOPS.png,116,11,11
\BackShiny\DUSKNOIR.png,95,10,10
\BackShiny\DUSKULL.png,86,9,10
\BackShiny\DUSTOX.png,162,13,13
\BackShiny\DUSTOX_female.png,162,13,13
\BackShiny\DWEBBLE.png,81,9,9
\BackShiny\EELEKTRIK.png,85,9,10
\BackShiny\EELEKTROSS.png,126,11,12
\BackShiny\EEVEE.png,133,12,12
\BackShiny\EKANS.png,71,8,9
\BackShiny\ELECTABUZZ.png,95,10,10
\BackShiny\ELECTIVIRE.png,103,10,11
\BackShiny\ELECTRIKE.png,83,9,10
\BackShiny\ELECTRODE.png,45,7,7
\BackShiny\ELEKID.png,95,10,10
\BackShiny\ELGYEM.png,113,11,11
\BackShiny\EMBOAR.png,165,13,13
\BackShiny\EMOLGA.png,186,14,14
\BackShiny\EMPOLEON.png,131,11,12
\BackShiny\ENTEI.png,111,11,11
\BackShiny\ESCAVALIER.png,238,15,16
\BackShiny\ESPEON.png,143,12,12
\BackShiny\ESPURR.png,1,1,1
\BackShiny\EXCADRILL.png,169,13,13
\BackShiny\EXEGGCUTE.png,53,7,8
\BackShiny\EXEGGUTOR.png,81,9,9
\BackShiny\EXEGGUTOR_1.png,1,1,1
\BackShiny\EXPLOUD.png,115,11,11
\BackShiny\FARFETCHD.png,65,8,9
\BackShiny\FEAROW.png,21,5,5
\BackShiny\FEEBAS.png,91,10,10
\BackShiny\FENNEKIN.png,73,9,9
\BackShiny\FERALIGATR.png,83,9,10
\BackShiny\FERROSEED.png,171,13,14
\BackShiny\FERROTHORN.png,131,11,12
\BackShiny\FINNEON.png,173,13,14
\BackShiny\FINNEON_female.png,173,13,14
\BackShiny\FLAAFFY.png,103,10,11
\BackShiny\FLABEBE.png,1,1,1
\BackShiny\FLABEBE_1.png,1,1,1
\BackShiny\FLABEBE_2.png,1,1,1
\BackShiny\FLABEBE_3.png,1,1,1
\BackShiny\FLABEBE_4.png,1,1,1
\BackShiny\FLAREON.png,119,11,11
\BackShiny\FLETCHINDER.png,1,1,1
\BackShiny\FLETCHLING.png,58,8,8
\BackShiny\FLOATZEL.png,168,13,13
\BackShiny\FLOATZEL_female.png,168,13,13
\BackShiny\FLOETTE.png,1,1,1
\BackShiny\FLOETTE_1.png,1,1,1
\BackShiny\FLOETTE_2.png,1,1,1
\BackShiny\FLOETTE_3.png,1,1,1
\BackShiny\FLOETTE_4.png,1,1,1
\BackShiny\FLOETTE_5.png,1,1,1
\BackShiny\FLORGES.png,59,8,8
\BackShiny\FLORGES_1.png,1,1,1
\BackShiny\FLORGES_2.png,1,1,1
\BackShiny\FLORGES_3.png,1,1,1
\BackShiny\FLORGES_4.png,1,1,1
\BackShiny\FLYGON.png,125,11,12
\BackShiny\FOMANTIS.png,1,1,1
\BackShiny\FOONGUS.png,99,10,10
\BackShiny\FORRETRESS.png,54,7,8
\BackShiny\FRAXURE.png,106,10,11
\BackShiny\FRILLISH.png,165,13,13
\BackShiny\FRILLISH_female.png,165,13,13
\BackShiny\FROAKIE.png,76,9,9
\BackShiny\FROGADIER.png,1,1,1
\BackShiny\FROSLASS.png,131,11,12
\BackShiny\FURFROU.png,1,1,1
\BackShiny\FURRET.png,110,10,11
\BackShiny\GABITE.png,55,7,8
\BackShiny\GABITE_female.png,55,7,8
\BackShiny\GALLADE.png,134,12,12
\BackShiny\GALLADE_1.png,1,1,1
\BackShiny\GALVANTULA.png,143,12,12
\BackShiny\GARBODOR.png,135,12,12
\BackShiny\GARCHOMP.png,89,9,10
\BackShiny\GARCHOMP_1.png,7,3,3
\BackShiny\GARCHOMP_female.png,89,9,10
\BackShiny\GARDEVOIR.png,241,16,16
\BackShiny\GARDEVOIR_1.png,31,6,6
\BackShiny\GASTLY.png,110,10,11
\BackShiny\GASTRODON.png,109,10,11
\BackShiny\GASTRODON_1.png,121,11,11
\BackShiny\GENESECT.png,179,13,14
\BackShiny\GENESECT_1.png,179,13,14
\BackShiny\GENESECT_2.png,179,13,14
\BackShiny\GENESECT_3.png,179,13,14
\BackShiny\GENESECT_4.png,179,13,14
\BackShiny\GENGAR.png,88,9,10
\BackShiny\GENGAR_1.png,1,1,1
\BackShiny\GEODUDE.png,106,10,11
\BackShiny\GEODUDE_1.png,1,1,1
\BackShiny\GIBLE.png,125,11,12
\BackShiny\GIBLE_female.png,125,11,12
\BackShiny\GIGALITH.png,197,14,15
\BackShiny\GIRAFARIG.png,63,8,8
\BackShiny\GIRAFARIG_female.png,63,8,8
\BackShiny\GIRATINA.png,157,13,13
\BackShiny\GIRATINA_1.png,26,5,6
\BackShiny\GLACEON.png,171,13,14
\BackShiny\GLALIE.png,99,10,10
\BackShiny\GLALIE_1.png,1,1,1
\BackShiny\GLAMEOW.png,124,11,12
\BackShiny\GLIGAR.png,67,8,9
\BackShiny\GLIGAR_female.png,67,8,9
\BackShiny\GLISCOR.png,131,11,12
\BackShiny\GLOOM.png,95,10,10
\BackShiny\GLOOM_female.png,95,10,10
\BackShiny\GOGOAT.png,1,1,1
\BackShiny\GOLBAT.png,16,4,4
\BackShiny\GOLBAT_female.png,16,4,4
\BackShiny\GOLDEEN.png,114,11,11
\BackShiny\GOLDEEN_female.png,114,11,11
\BackShiny\GOLDUCK.png,81,9,9
\BackShiny\GOLEM.png,91,10,10
\BackShiny\GOLEM_1.png,1,1,1
\BackShiny\GOLETT.png,81,9,9
\BackShiny\GOLISOPOD.png,1,1,1
\BackShiny\GOLURK.png,159,13,13
\BackShiny\GOODRA.png,1,1,1
\BackShiny\GOOMY.png,82,9,10
\BackShiny\GOREBYSS.png,108,10,11
\BackShiny\GOTHITA.png,139,12,12
\BackShiny\GOTHITELLE.png,191,14,14
\BackShiny\GOTHORITA.png,159,13,13
\BackShiny\GOURGEIST.png,1,1,1
\BackShiny\GOURGEIST_1.png,1,1,1
\BackShiny\GOURGEIST_2.png,1,1,1
\BackShiny\GOURGEIST_3.png,1,1,1
\BackShiny\GRANBULL.png,125,11,12
\BackShiny\GRAVELER.png,47,7,7
\BackShiny\GRAVELER_1.png,1,1,1
\BackShiny\GRENINJA.png,1,1,1
\BackShiny\GRENINJA_1.png,1,1,1
\BackShiny\GRIMER.png,113,11,11
\BackShiny\GRIMER_1.png,1,1,1
\BackShiny\GROTLE.png,113,11,11
\BackShiny\GROUDON.png,101,10,11
\BackShiny\GROUDON_1.png,1,1,1
\BackShiny\GROVYLE.png,148,12,13
\BackShiny\GROWLITHE.png,135,12,12
\BackShiny\GRUBBIN.png,1,1,1
\BackShiny\GRUMPIG.png,29,5,6
\BackShiny\GULPIN.png,93,10,10
\BackShiny\GULPIN_female.png,93,10,10
\BackShiny\GUMSHOOS.png,1,1,1
\BackShiny\GURDURR.png,143,12,12
\BackShiny\GUZZLORD.png,1,1,1
\BackShiny\GYARADOS.png,87,9,10
\BackShiny\GYARADOS_1.png,1,1,1
\BackShiny\GYARADOS_female.png,87,9,10
\BackShiny\HAKAMOO.png,1,1,1
\BackShiny\HAPPINY.png,65,8,9
\BackShiny\HARIYAMA.png,132,11,12
\BackShiny\HAUNTER.png,25,5,5
\BackShiny\HAWLUCHA.png,1,1,1
\BackShiny\HAXORUS.png,185,14,14
\BackShiny\HEATMOR.png,96,10,10
\BackShiny\HEATRAN.png,203,14,15
\BackShiny\HELIOLISK.png,1,1,1
\BackShiny\HELIOPTILE.png,1,1,1
\BackShiny\HERACROSS.png,84,9,10
\BackShiny\HERACROSS_1.png,1,1,1
\BackShiny\HERACROSS_female.png,84,9,10
\BackShiny\HERDIER.png,117,11,11
\BackShiny\HIPPOPOTAS.png,191,14,14
\BackShiny\HIPPOPOTAS_female.png,191,14,14
\BackShiny\HIPPOWDON.png,95,10,10
\BackShiny\HIPPOWDON_female.png,95,10,10
\BackShiny\HITMONCHAN.png,81,9,9
\BackShiny\HITMONLEE.png,108,10,11
\BackShiny\HITMONTOP.png,129,11,12
\BackShiny\HONCHKROW.png,85,9,10
\BackShiny\HONEDGE.png,16,4,4
\BackShiny\HOOH.png,83,9,10
\BackShiny\HOOPA.png,1,1,1
\BackShiny\HOOPA_1.png,1,1,1
\BackShiny\HOOTHOOT.png,131,11,12
\BackShiny\HOPPIP.png,79,9,9
\BackShiny\HORSEA.png,80,9,9
\BackShiny\HOUNDOOM.png,96,10,10
\BackShiny\HOUNDOOM_1.png,1,1,1
\BackShiny\HOUNDOOM_female.png,96,10,10
\BackShiny\HOUNDOUR.png,102,10,11
\BackShiny\HUNTAIL.png,113,11,11
\BackShiny\HYDREIGON.png,75,9,9
\BackShiny\HYPNO.png,123,11,12
\BackShiny\HYPNO_female.png,123,11,12
\BackShiny\IGGLYBUFF.png,161,13,13
\BackShiny\ILLUMISE.png,45,7,7
\BackShiny\INCINEROAR.png,1,1,1
\BackShiny\INFERNAPE.png,133,12,12
\BackShiny\INKAY.png,1,1,1
\BackShiny\IVYSAUR.png,111,11,11
\BackShiny\JANGMOO.png,1,1,1
\BackShiny\JELLICENT.png,137,12,12
\BackShiny\JELLICENT_female.png,137,12,12
\BackShiny\JIGGLYPUFF.png,109,10,11
\BackShiny\JIRACHI.png,144,12,12
\BackShiny\JOLTEON.png,99,10,10
\BackShiny\JOLTIK.png,63,8,8
\BackShiny\JUMPLUFF.png,95,10,10
\BackShiny\JYNX.png,107,10,11
\BackShiny\KABUTO.png,67,8,9
\BackShiny\KABUTOPS.png,47,7,7
\BackShiny\KADABRA.png,121,11,11
\BackShiny\KADABRA_female.png,121,11,11
\BackShiny\KAKUNA.png,79,9,9
\BackShiny\KANGASKHAN.png,253,16,16
\BackShiny\KANGASKHAN_1.png,1,1,1
\BackShiny\KARRABLAST.png,175,13,14
\BackShiny\KARTANA.png,1,1,1
\BackShiny\KECLEON.png,86,9,10
\BackShiny\KELDEO.png,145,12,13
\BackShiny\KELDEO_1.png,100,10,10
\BackShiny\KINGDRA.png,54,7,8
\BackShiny\KINGLER.png,97,10,10
\BackShiny\KIRLIA.png,101,10,11
\BackShiny\KLANG.png,171,13,14
\BackShiny\KLEFKI.png,98,10,10
\BackShiny\KLINK.png,107,10,11
\BackShiny\KLINKLANG.png,171,13,14
\BackShiny\KOFFING.png,87,9,10
\BackShiny\KOMALA.png,1,1,1
\BackShiny\KOMMOO.png,1,1,1
\BackShiny\KRABBY.png,73,9,9
\BackShiny\KRICKETOT.png,149,12,13
\BackShiny\KRICKETOT_female.png,149,12,13
\BackShiny\KRICKETUNE.png,101,10,11
\BackShiny\KRICKETUNE_female.png,101,10,11
\BackShiny\KROKOROK.png,120,11,11
\BackShiny\KROOKODILE.png,123,11,12
\BackShiny\KYOGRE.png,243,16,16
\BackShiny\KYOGRE_1.png,1,1,1
\BackShiny\KYUREM.png,113,11,11
\BackShiny\KYUREM_1.png,357,19,19
\BackShiny\KYUREM_2.png,173,13,14
\BackShiny\LAIRON.png,110,10,11
\BackShiny\LAMPENT.png,131,11,12
\BackShiny\LANDORUS.png,191,14,14
\BackShiny\LANDORUS_1.png,305,17,18
\BackShiny\LANTURN.png,126,11,12
\BackShiny\LAPRAS.png,65,8,9
\BackShiny\LARVESTA.png,117,11,11
\BackShiny\LARVITAR.png,86,9,10
\BackShiny\LATIAS.png,107,10,11
\BackShiny\LATIAS_1.png,1,1,1
\BackShiny\LATIOS.png,76,9,9
\BackShiny\LATIOS_1.png,1,1,1
\BackShiny\LEAFEON.png,137,12,12
\BackShiny\LEAVANNY.png,99,10,10
\BackShiny\LEDIAN.png,40,6,7
\BackShiny\LEDIAN_female.png,40,6,7
\BackShiny\LEDYBA.png,97,10,10
\BackShiny\LEDYBA_female.png,97,10,10
\BackShiny\LICKILICKY.png,131,11,12
\BackShiny\LICKITUNG.png,72,8,9
\BackShiny\LIEPARD.png,123,11,12
\BackShiny\LILEEP.png,141,12,12
\BackShiny\LILLIGANT.png,116,11,11
\BackShiny\LILLIPUP.png,127,11,12
\BackShiny\LINOONE.png,113,11,11
\BackShiny\LITLEO.png,1,1,1
\BackShiny\LITTEN.png,1,1,1
\BackShiny\LITWICK.png,155,12,13
\BackShiny\LOMBRE.png,85,9,10
\BackShiny\LOPUNNY.png,105,10,11
\BackShiny\LOPUNNY_1.png,1,1,1
\BackShiny\LOTAD.png,115,11,11
\BackShiny\LOUDRED.png,115,11,11
\BackShiny\LUCARIO.png,143,12,12
\BackShiny\LUCARIO_1.png,72,8,9
\BackShiny\LUDICOLO.png,83,9,10
\BackShiny\LUDICOLO_female.png,83,9,10
\BackShiny\LUGIA.png,120,11,11
\BackShiny\LUMINEON.png,171,13,14
\BackShiny\LUMINEON_female.png,171,13,14
\BackShiny\LUNALA.png,1,1,1
\BackShiny\LUNATONE.png,167,13,13
\BackShiny\LURANTIS.png,1,1,1
\BackShiny\LUVDISC.png,92,10,10
\BackShiny\LUXIO.png,192,14,14
\BackShiny\LUXIO_female.png,192,14,14
\BackShiny\LUXRAY.png,171,13,14
\BackShiny\LUXRAY_female.png,171,13,14
\BackShiny\LYCANROC.png,1,1,1
\BackShiny\LYCANROC_1.png,1,1,1
\BackShiny\MACHAMP.png,59,8,8
\BackShiny\MACHOKE.png,95,10,10
\BackShiny\MACHOP.png,149,12,13
\BackShiny\MAGBY.png,67,8,9
\BackShiny\MAGCARGO.png,63,8,8
\BackShiny\MAGEARNA.png,1,1,1
\BackShiny\MAGEARNA_1.png,1,1,1
\BackShiny\MAGIKARP.png,117,11,11
\BackShiny\MAGIKARP_female.png,117,11,11
\BackShiny\MAGMAR.png,65,8,9
\BackShiny\MAGMORTAR.png,160,13,13
\BackShiny\MAGNEMITE.png,105,10,11
\BackShiny\MAGNETON.png,143,12,12
\BackShiny\MAGNEZONE.png,95,10,10
\BackShiny\MAKUHITA.png,114,11,11
\BackShiny\MALAMAR.png,12,3,4
\BackShiny\MAMOSWINE.png,145,12,13
\BackShiny\MAMOSWINE_female.png,145,12,13
\BackShiny\MANAPHY.png,119,11,11
\BackShiny\MANDIBUZZ.png,141,12,12
\BackShiny\MANECTRIC.png,77,9,9
\BackShiny\MANECTRIC_1.png,1,1,1
\BackShiny\MANKEY.png,120,11,11
\BackShiny\MANTINE.png,167,13,13
\BackShiny\MANTYKE.png,96,10,10
\BackShiny\MARACTUS.png,144,12,12
\BackShiny\MAREANIE.png,1,1,1
\BackShiny\MAREEP.png,99,10,10
\BackShiny\MARILL.png,135,12,12
\BackShiny\MAROWAK.png,133,12,12
\BackShiny\MAROWAK_1.png,1,1,1
\BackShiny\MARSHADOW.png,1,1,1
\BackShiny\MARSHTOMP.png,116,11,11
\BackShiny\MASQUERAIN.png,171,13,14
\BackShiny\MAWILE.png,155,12,13
\BackShiny\MAWILE_1.png,16,4,4
\BackShiny\MEDICHAM.png,89,9,10
\BackShiny\MEDICHAM_1.png,1,1,1
\BackShiny\MEDICHAM_female.png,89,9,10
\BackShiny\MEDITITE.png,287,17,17
\BackShiny\MEDITITE_female.png,287,17,17
\BackShiny\MEGANIUM.png,89,9,10
\BackShiny\MEGANIUM_female.png,89,9,10
\BackShiny\MELOETTA.png,299,17,18
\BackShiny\MELOETTA_1.png,152,12,13
\BackShiny\MEOWSTIC.png,1,1,1
\BackShiny\MEOWSTIC_female.png,1,1,1
\BackShiny\MEOWTH.png,139,12,12
\BackShiny\MEOWTH_1.png,1,1,1
\BackShiny\MESPRIT.png,145,12,13
\BackShiny\METAGROSS.png,103,10,11
\BackShiny\METAGROSS_1.png,1,1,1
\BackShiny\METANG.png,175,13,14
\BackShiny\METAPOD.png,111,11,11
\BackShiny\MEW.png,119,11,11
\BackShiny\MEWTWO.png,125,11,12
\BackShiny\MEWTWO_1.png,1,1,1
\BackShiny\MEWTWO_2.png,1,1,1
\BackShiny\MIENFOO.png,129,11,12
\BackShiny\MIENSHAO.png,135,12,12
\BackShiny\MIGHTYENA.png,113,11,11
\BackShiny\MILOTIC.png,199,14,15
\BackShiny\MILOTIC_female.png,199,14,15
\BackShiny\MILTANK.png,95,10,10
\BackShiny\MIMEJR.png,159,13,13
\BackShiny\MIMIKYU.png,1,1,1
\BackShiny\MIMIKYU_1.png,1,1,1
\BackShiny\MINCCINO.png,141,12,12
\BackShiny\MINIOR.png,1,1,1
\BackShiny\MINIOR_1.png,1,1,1
\BackShiny\MINIOR_2.png,1,1,1
\BackShiny\MINIOR_3.png,1,1,1
\BackShiny\MINIOR_4.png,1,1,1
\BackShiny\MINIOR_5.png,1,1,1
\BackShiny\MINIOR_6.png,1,1,1
\BackShiny\MINIOR_7.png,1,1,1
\BackShiny\MINUN.png,144,12,12
\BackShiny\MISDREAVUS.png,95,10,10
\BackShiny\MISMAGIUS.png,29,5,6
\BackShiny\MOLTRES.png,53,7,8
\BackShiny\MONFERNO.png,127,11,12
\BackShiny\MORELULL.png,1,1,1
\BackShiny\MOTHIM.png,18,4,5
\BackShiny\MRMIME.png,127,11,12
\BackShiny\MUDBRAY.png,1,1,1
\BackShiny\MUDKIP.png,139,12,12
\BackShiny\MUDSDALE.png,1,1,1
\BackShiny\MUK.png,103,10,11
\BackShiny\MUK_1.png,1,1,1
\BackShiny\MUNCHLAX.png,143,12,12
\BackShiny\MUNNA.png,181,13,14
\BackShiny\MURKROW.png,61,8,8
\BackShiny\MURKROW_female.png,61,8,8
\BackShiny\MUSHARNA.png,60,8,8
\BackShiny\NAGANADEL.png,1,1,1
\BackShiny\NATU.png,129,11,12
\BackShiny\NECROZMA.png,1,1,1
\BackShiny\NECROZMA_1.png,1,1,1
\BackShiny\NECROZMA_2.png,1,1,1
\BackShiny\NECROZMA_3.png,1,1,1
\BackShiny\NIDOKING.png,105,10,11
\BackShiny\NIDOQUEEN.png,121,11,11
\BackShiny\NIDORANfE.png,82,9,10
\BackShiny\NIDORANmA.png,121,11,11
\BackShiny\NIDORINA.png,49,7,7
\BackShiny\NIDORINO.png,99,10,10
\BackShiny\NIHILEGO.png,1,1,1
\BackShiny\NINCADA.png,107,10,11
\BackShiny\NINETALES.png,107,10,11
\BackShiny\NINETALES_1.png,1,1,1
\BackShiny\NINJASK.png,74,9,9
\BackShiny\NOCTOWL.png,72,8,9
\BackShiny\NOIBAT.png,1,1,1
\BackShiny\NOIVERN.png,1,1,1
\BackShiny\NOSEPASS.png,14,4,4
\BackShiny\NUMEL.png,49,7,7
\BackShiny\NUMEL_female.png,49,7,7
\BackShiny\NUZLEAF.png,89,9,10
\BackShiny\NUZLEAF_female.png,89,9,10
\BackShiny\OCTILLERY.png,33,6,6
\BackShiny\OCTILLERY_female.png,32,6,6
\BackShiny\ODDISH.png,109,10,11
\BackShiny\OMANYTE.png,68,8,9
\BackShiny\OMASTAR.png,155,12,13
\BackShiny\ONIX.png,143,12,12
\BackShiny\ORANGURU.png,1,1,1
\BackShiny\ORICORIO.png,1,1,1
\BackShiny\ORICORIO_1.png,1,1,1
\BackShiny\ORICORIO_2.png,1,1,1
\BackShiny\ORICORIO_3.png,1,1,1
\BackShiny\OSHAWOTT.png,295,17,18
\BackShiny\PACHIRISU.png,112,11,11
\BackShiny\PACHIRISU_female.png,112,11,11
\BackShiny\PALKIA.png,127,11,12
\BackShiny\PALOSSAND.png,1,1,1
\BackShiny\PALPITOAD.png,121,11,11
\BackShiny\PANCHAM.png,55,7,8
\BackShiny\PANGORO.png,38,6,7
\BackShiny\PANPOUR.png,77,9,9
\BackShiny\PANSAGE.png,174,13,14
\BackShiny\PANSEAR.png,95,10,10
\BackShiny\PARAS.png,74,9,9
\BackShiny\PARASECT.png,65,8,9
\BackShiny\PASSIMIAN.png,1,1,1
\BackShiny\PATRAT.png,103,10,11
\BackShiny\PAWNIARD.png,134,12,12
\BackShiny\PELIPPER.png,142,12,12
\BackShiny\PERSIAN.png,107,10,11
\BackShiny\PERSIAN_1.png,1,1,1
\BackShiny\PETILIL.png,107,10,11
\BackShiny\PHANPY.png,107,10,11
\BackShiny\PHANTUMP.png,1,1,1
\BackShiny\PHEROMOSA.png,1,1,1
\BackShiny\PHIONE.png,143,12,12
\BackShiny\PICHU.png,113,11,11
\BackShiny\PIDGEOT.png,68,8,9
\BackShiny\PIDGEOTTO.png,35,6,6
\BackShiny\PIDGEOT_1.png,1,1,1
\BackShiny\PIDGEY.png,41,6,7
\BackShiny\PIDOVE.png,84,9,10
\BackShiny\PIGNITE.png,126,11,12
\BackShiny\PIKACHU.png,113,11,11
\BackShiny\PIKACHU_female.png,113,11,11
\BackShiny\PIKIPEK.png,1,1,1
\BackShiny\PILOSWINE.png,66,8,9
\BackShiny\PILOSWINE_female.png,66,8,9
\BackShiny\PINECO.png,95,10,10
\BackShiny\PINSIR.png,143,12,12
\BackShiny\PINSIR_1.png,1,1,1
\BackShiny\PIPLUP.png,149,12,13
\BackShiny\PLUSLE.png,144,12,12
\BackShiny\POIPOLE.png,1,1,1
\BackShiny\POLITOED.png,95,10,10
\BackShiny\POLITOED_female.png,95,10,10
\BackShiny\POLIWAG.png,79,9,9
\BackShiny\POLIWHIRL.png,107,10,11
\BackShiny\POLIWRATH.png,89,9,10
\BackShiny\PONYTA.png,91,10,10
\BackShiny\POOCHYENA.png,85,9,10
\BackShiny\POPPLIO.png,1,1,1
\BackShiny\PORYGON.png,53,7,8
\BackShiny\PORYGON2.png,95,10,10
\BackShiny\PORYGONZ.png,95,10,10
\BackShiny\PRIMARINA.png,1,1,1
\BackShiny\PRIMEAPE.png,51,7,8
\BackShiny\PRINPLUP.png,125,11,12
\BackShiny\PROBOPASS.png,237,15,16
\BackShiny\PSYDUCK.png,46,7,7
\BackShiny\PUMPKABOO.png,1,1,1
\BackShiny\PUMPKABOO_1.png,1,1,1
\BackShiny\PUMPKABOO_2.png,1,1,1
\BackShiny\PUMPKABOO_3.png,1,1,1
\BackShiny\PUPITAR.png,63,8,8
\BackShiny\PURRLOIN.png,65,8,9
\BackShiny\PURUGLY.png,120,11,11
\BackShiny\PYROAR.png,1,1,1
\BackShiny\PYROAR_female.png,1,1,1
\BackShiny\PYUKUMUKU.png,1,1,1
\BackShiny\QUAGSIRE.png,69,8,9
\BackShiny\QUAGSIRE_female.png,69,8,9
\BackShiny\QUILAVA.png,82,9,10
\BackShiny\QUILLADIN.png,1,1,1
\BackShiny\QWILFISH.png,65,8,9
\BackShiny\RAICHU.png,167,13,13
\BackShiny\RAICHU_1.png,1,1,1
\BackShiny\RAICHU_female.png,167,13,13
\BackShiny\RAIKOU.png,175,13,14
\BackShiny\RALTS.png,131,11,12
\BackShiny\RAMPARDOS.png,175,13,14
\BackShiny\RAPIDASH.png,48,7,7
\BackShiny\RATICATE.png,119,11,11
\BackShiny\RATICATE_1.png,1,1,1
\BackShiny\RATICATE_female.png,119,11,11
\BackShiny\RATTATA.png,99,10,10
\BackShiny\RATTATA_1.png,1,1,1
\BackShiny\RATTATA_female.png,99,10,10
\BackShiny\RAYQUAZA.png,116,11,11
\BackShiny\RAYQUAZA_1.png,1,1,1
\BackShiny\REGICE.png,83,9,10
\BackShiny\REGIGIGAS.png,145,12,13
\BackShiny\REGIROCK.png,103,10,11
\BackShiny\REGISTEEL.png,83,9,10
\BackShiny\RELICANTH.png,113,11,11
\BackShiny\RELICANTH_female.png,113,11,11
\BackShiny\REMORAID.png,91,10,10
\BackShiny\RESHIRAM.png,223,15,15
\BackShiny\REUNICLUS.png,143,12,12
\BackShiny\RHYDON.png,193,14,14
\BackShiny\RHYDON_female.png,193,14,14
\BackShiny\RHYHORN.png,167,13,13
\BackShiny\RHYHORN_female.png,167,13,13
\BackShiny\RHYPERIOR.png,251,16,16
\BackShiny\RHYPERIOR_female.png,251,16,16
\BackShiny\RIBOMBEE.png,1,1,1
\BackShiny\RIOLU.png,125,11,12
\BackShiny\ROCKRUFF.png,1,1,1
\BackShiny\ROGGENROLA.png,129,11,12
\BackShiny\ROSELIA.png,98,10,10
\BackShiny\ROSELIA_female.png,98,10,10
\BackShiny\ROSERADE.png,203,14,15
\BackShiny\ROSERADE_female.png,203,14,15
\BackShiny\ROTOM.png,192,14,14
\BackShiny\ROTOM_1.png,160,13,13
\BackShiny\ROTOM_2.png,213,15,15
\BackShiny\ROTOM_3.png,171,13,14
\BackShiny\ROTOM_4.png,171,13,14
\BackShiny\ROTOM_5.png,171,13,14
\BackShiny\ROWLET.png,1,1,1
\BackShiny\RUFFLET.png,142,12,12
\BackShiny\SABLEYE.png,92,10,10
\BackShiny\SABLEYE_1.png,1,1,1
\BackShiny\SALAMENCE.png,133,12,12
\BackShiny\SALAMENCE_1.png,1,1,1
\BackShiny\SALANDIT.png,1,1,1
\BackShiny\SALAZZLE.png,1,1,1
\BackShiny\SAMUROTT.png,221,15,15
\BackShiny\SANDILE.png,104,10,11
\BackShiny\SANDSHREW.png,123,11,12
\BackShiny\SANDSHREW_1.png,1,1,1
\BackShiny\SANDSLASH.png,111,11,11
\BackShiny\SANDSLASH_1.png,1,1,1
\BackShiny\SANDYGAST.png,1,1,1
\BackShiny\SAWK.png,127,11,12
\BackShiny\SAWSBUCK.png,139,12,12
\BackShiny\SAWSBUCK_1.png,139,12,12
\BackShiny\SAWSBUCK_2.png,139,12,12
\BackShiny\SAWSBUCK_3.png,139,12,12
\BackShiny\SCATTERBUG.png,1,1,1
\BackShiny\SCEPTILE.png,135,12,12
\BackShiny\SCEPTILE_1.png,1,1,1
\BackShiny\SCIZOR.png,105,10,11
\BackShiny\SCIZOR_1.png,20,4,5
\BackShiny\SCIZOR_female.png,105,10,11
\BackShiny\SCOLIPEDE.png,233,15,16
\BackShiny\SCRAFTY.png,165,13,13
\BackShiny\SCRAGGY.png,143,12,12
\BackShiny\SCYTHER.png,137,12,12
\BackShiny\SCYTHER_female.png,137,12,12
\BackShiny\SEADRA.png,64,8,8
\BackShiny\SEAKING.png,96,10,10
\BackShiny\SEAKING_female.png,96,10,10
\BackShiny\SEALEO.png,111,11,11
\BackShiny\SEEDOT.png,259,16,17
\BackShiny\SEEL.png,49,7,7
\BackShiny\SEISMITOAD.png,192,14,14
\BackShiny\SENTRET.png,71,8,9
\BackShiny\SERPERIOR.png,139,12,12
\BackShiny\SERVINE.png,99,10,10
\BackShiny\SEVIPER.png,92,10,10
\BackShiny\SEWADDLE.png,159,13,13
\BackShiny\SHARPEDO.png,125,11,12
\BackShiny\SHARPEDO_1.png,1,1,1
\BackShiny\SHAYMIN.png,109,10,11
\BackShiny\SHAYMIN_1.png,173,13,14
\BackShiny\SHEDINJA.png,17,4,5
\BackShiny\SHELGON.png,78,9,9
\BackShiny\SHELLDER.png,87,9,10
\BackShiny\SHELLOS.png,103,10,11
\BackShiny\SHELLOS_1.png,103,10,11
\BackShiny\SHELMET.png,124,11,12
\BackShiny\SHIELDON.png,116,11,11
\BackShiny\SHIFTRY.png,107,10,11
\BackShiny\SHIFTRY_female.png,107,10,11
\BackShiny\SHIINOTIC.png,1,1,1
\BackShiny\SHINX.png,127,11,12
\BackShiny\SHINX_female.png,127,11,12
\BackShiny\SHROOMISH.png,54,7,8
\BackShiny\SHUCKLE.png,103,10,11
\BackShiny\SHUPPET.png,86,9,10
\BackShiny\SIGILYPH.png,117,11,11
\BackShiny\SILCOON.png,90,9,10
\BackShiny\SILVALLY.png,1,1,1
\BackShiny\SILVALLY_1.png,1,1,1
\BackShiny\SILVALLY_10.png,1,1,1
\BackShiny\SILVALLY_11.png,1,1,1
\BackShiny\SILVALLY_12.png,1,1,1
\BackShiny\SILVALLY_13.png,1,1,1
\BackShiny\SILVALLY_14.png,1,1,1
\BackShiny\SILVALLY_15.png,1,1,1
\BackShiny\SILVALLY_16.png,1,1,1
\BackShiny\SILVALLY_17.png,1,1,1
\BackShiny\SILVALLY_18.png,1,1,1
